ECG,P,Q,R,S,T,RR,QT,QRS,HR,Class
101,-0.225,-0.43,1.0,-0.52,-0.185,0.9,-0.6166666666666667,0.11944444444444445,66.66666666666667,N
101,-0.13,-0.54,1.065,-0.59,-0.265,0.8694444444444445,-0.5583333333333333,0.06944444444444445,69.00958466453675,N
101,-0.305,-0.45,1.375,-0.435,-0.28,0.8666666666666667,-0.5472222222222223,0.10833333333333334,69.23076923076923,N
101,-0.18,-0.365,1.325,-0.495,-0.09,0.8638888888888889,-0.5527777777777778,0.09166666666666666,69.45337620578778,N
101,-0.135,-0.445,1.22,-0.485,-0.18,0.9138888888888889,-0.5305555555555556,0.08611111111111111,65.65349544072949,N
101,-0.195,-0.385,1.145,-0.455,-0.105,0.9138888888888889,-0.575,0.11944444444444445,65.65349544072949,N
101,-0.12,-0.42,1.165,-0.485,-0.15,0.9166666666666666,-0.5638888888888889,0.13055555555555556,65.45454545454545,N
101,-0.145,-0.395,1.19,-0.42,-0.18,0.8972222222222223,-0.5833333333333334,0.10277777777777777,66.87306501547987,N
101,-0.135,-0.355,1.215,-0.365,-0.115,0.9055555555555556,-0.5722222222222222,0.125,66.25766871165644,N
101,-0.09,-0.33,1.155,-0.38,-0.085,0.8861111111111111,-0.5805555555555556,0.11944444444444445,67.7115987460815,N
101,-0.08,-0.395,0.95,-0.53,-0.1,0.8666666666666667,-0.5777777777777777,0.13333333333333333,69.23076923076923,N
101,-0.105,-0.365,1.25,-0.34,-0.295,0.9111111111111111,-0.5555555555555556,0.08611111111111111,65.85365853658537,N
101,-0.125,-0.405,1.18,-0.42,-0.05,0.9166666666666666,-0.5916666666666667,0.09444444444444444,65.45454545454545,N
101,-0.1,-0.43,0.94,-0.56,-0.13,0.9,-0.5888888888888889,0.08888888888888889,66.66666666666667,N
101,-0.11,-0.39,1.135,-0.36,-0.28,0.8472222222222222,-0.5638888888888889,0.09166666666666666,70.81967213114754,N
101,-0.16,-0.345,1.21,-0.345,-0.035,0.8416666666666667,-0.525,0.1111111111111111,71.2871287128713,N
101,-0.03,-0.365,1.18,-0.39,-0.04,0.8666666666666667,-0.5222222222222223,0.11944444444444445,69.23076923076923,N
101,-0.085,-0.455,1.06,-0.485,-0.105,0.8888888888888888,-0.55,0.10277777777777777,67.5,N
103,-0.215,-0.6,1.7,-0.575,0.11,0.8444444444444444,-1.3944444444444444,0.05277777777777778,71.05263157894737,N
103,-0.265,-0.585,1.82,-0.56,0.07,0.8388888888888889,-1.4027777777777777,0.05,71.52317880794702,N
103,-0.3,-0.59,1.825,-0.53,0.055,0.8666666666666667,-1.4027777777777777,0.05,69.23076923076923,N
103,-0.275,-0.595,1.875,-0.51,0.12,0.925,-1.413888888888889,0.05555555555555555,64.86486486486486,N
103,-0.24,-0.56,1.77,-0.525,0.12,0.8777777777777778,-1.5,0.05277777777777778,68.35443037974683,N
103,-0.24,-0.57,1.825,-0.51,0.135,0.8361111111111111,-1.475,0.05,71.76079734219269,N
103,-0.235,-0.6,1.855,-0.485,0.115,0.8305555555555556,-1.4083333333333334,0.05555555555555555,72.24080267558529,N
103,-0.225,-0.555,1.84,-0.46,0.135,0.8416666666666667,-1.3805555555555555,0.05277777777777778,71.2871287128713,N
103,-0.225,-0.515,1.795,-0.505,0.165,0.8333333333333334,-1.3722222222222222,0.05555555555555555,72.0,N
103,-0.19,-0.595,1.81,-0.51,0.18,0.8555555555555555,-1.3666666666666667,0.05555555555555555,70.12987012987013,N
103,-0.16,-0.58,1.62,-0.55,0.13,0.9111111111111111,-1.3833333333333333,0.058333333333333334,65.85365853658537,N
103,-0.215,-0.645,1.77,-0.545,0.105,0.9083333333333333,-1.4583333333333333,0.06111111111111111,66.05504587155963,N
103,-0.255,-0.665,1.75,-0.565,0.045,0.9138888888888889,-1.5027777777777778,0.05555555555555555,65.65349544072949,N
103,-0.29,-0.6,1.83,-0.535,0.04,0.8777777777777778,-1.5055555555555555,0.05277777777777778,68.35443037974683,N
103,-0.305,-0.465,1.89,-0.415,0.025,0.9055555555555556,-1.488888888888889,0.05277777777777778,66.25766871165644,N
103,-0.3,-0.605,1.655,-0.59,0.13,0.8638888888888889,-1.4916666666666667,0.05555555555555555,69.45337620578778,N
103,-0.155,-0.725,1.62,-0.675,0.155,0.9027777777777778,-1.4777777777777779,0.05,66.46153846153847,N
105,-0.125,-0.38,1.155,-0.585,-0.16,0.7111111111111111,-1.1111111111111112,0.11388888888888889,84.375,N
105,-0.17,-0.335,1.18,-0.545,-0.19,0.7138888888888889,-1.1083333333333334,0.10277777777777777,84.04669260700389,N
105,-0.105,-0.315,1.235,-0.515,-0.18,0.7138888888888889,-1.113888888888889,0.1111111111111111,84.04669260700389,N
105,-0.13,-0.315,1.21,-0.505,-0.155,0.7305555555555555,-1.1222222222222222,0.10833333333333334,82.12927756653993,N
105,-0.075,-0.325,1.205,-0.51,-0.135,0.7611111111111111,-1.15,0.1111111111111111,78.83211678832117,N
105,-0.075,-0.335,1.205,-0.555,-0.155,0.7527777777777778,-1.1777777777777778,0.12222222222222222,79.70479704797049,N
105,-0.06,-0.345,1.28,-0.56,-0.16,0.7333333333333333,-1.1916666666666667,0.11388888888888889,81.81818181818183,N
105,-0.075,-0.34,1.22,-0.54,-0.19,0.7,-1.1666666666666667,0.11388888888888889,85.71428571428572,N
105,-0.105,-0.295,1.25,-0.48,-0.16,0.6944444444444444,-1.1194444444444445,0.11388888888888889,86.4,N
105,-0.105,-0.245,1.32,-0.435,-0.175,0.6944444444444444,-1.0916666666666666,0.1,86.4,N
105,-0.045,-0.28,1.26,-0.46,-0.11,0.725,-1.0972222222222223,0.09722222222222222,82.75862068965517,N
105,-0.04,-0.27,1.245,-0.47,-0.1,0.7555555555555555,-1.1222222222222222,0.11666666666666667,79.41176470588235,N
105,-0.01,-0.275,1.235,-0.485,-0.125,0.7416666666666667,-1.175,0.10833333333333334,80.89887640449437,N
109,-0.18,-0.74,0.59,-1.205,-0.5,0.6583333333333333,-1.0611111111111111,0.10833333333333334,91.13924050632912,A
109,-0.36,-0.965,0.21,-1.58,-0.755,0.6638888888888889,-1.0805555555555555,0.1111111111111111,90.3765690376569,A
109,-0.545,-0.845,0.145,-1.245,-0.915,0.6666666666666666,-1.1444444444444444,0.11388888888888889,90.0,A
109,-0.59,-0.715,0.38,-1.165,-0.89,0.6527777777777778,-0.4638888888888889,0.11944444444444445,91.91489361702128,A
109,-0.37,0.14,0.48,-1.09,-0.81,0.6777777777777778,-0.48333333333333334,0.08888888888888889,88.52459016393442,A
109,-0.315,-0.495,0.73,-1.17,-0.695,0.6388888888888888,-0.4666666666666667,0.11944444444444445,93.91304347826087,A
109,-0.23,-0.515,0.435,-1.005,-0.61,0.6166666666666667,0.18611111111111112,0.11388888888888889,97.29729729729729,A
109,-0.16,-0.445,0.435,-0.92,-0.57,0.6055555555555555,0.1638888888888889,0.09444444444444444,99.08256880733946,A
109,-0.155,-0.425,0.615,-0.89,-0.545,0.6222222222222222,0.175,0.10277777777777777,96.42857142857143,A
109,-0.11,-0.355,0.7,-0.955,-0.425,0.6194444444444445,0.18888888888888888,0.1111111111111111,96.8609865470852,A
109,0.05,0.2,0.805,-0.81,-0.425,0.65,0.1638888888888889,0.1,92.3076923076923,A
109,0.11,-0.27,0.98,-0.845,-0.465,0.6527777777777778,0.18888888888888888,0.11944444444444445,91.91489361702128,A
109,0.095,-0.355,0.82,-0.975,-0.56,0.6472222222222223,0.18611111111111112,0.11388888888888889,92.7038626609442,A
109,0.015,-0.39,0.595,-0.89,-0.54,0.6333333333333333,0.18055555555555555,0.11666666666666667,94.73684210526316,A
109,-0.015,-0.41,0.625,-0.87,-0.52,0.6333333333333333,0.18611111111111112,0.11666666666666667,94.73684210526316,A
109,-0.07,-0.425,0.82,-0.93,-0.555,0.625,0.2,0.11666666666666667,96.0,A
109,-0.025,-0.425,0.93,-1.04,-0.61,0.5944444444444444,0.17222222222222222,0.10277777777777777,100.93457943925233,A
109,-0.04,-0.445,0.695,-1.03,-0.64,0.5833333333333334,0.18333333333333332,0.10555555555555556,102.85714285714285,A
111,-0.065,-0.05,0.75,-0.48,0.13,0.8972222222222223,-1.4222222222222223,0.06666666666666667,66.87306501547987,A
111,-0.18,-0.165,0.69,-0.555,0.13,0.8388888888888889,-1.4833333333333334,0.06944444444444445,71.52317880794702,A
111,-0.11,0.07,0.755,-0.485,0.195,0.8611111111111112,-1.4388888888888889,0.06944444444444445,69.6774193548387,A
111,-0.09,0.155,0.955,-0.425,0.095,0.8361111111111111,-1.4083333333333334,0.06388888888888888,71.76079734219269,A
111,-0.2,0.06,0.865,-0.51,0.13,0.8444444444444444,-1.4111111111111112,0.06111111111111111,71.05263157894737,A
111,-0.065,-0.1,0.74,-0.565,0.175,0.8222222222222222,-0.575,0.06111111111111111,72.97297297297298,A
111,-0.07,0.025,0.79,-0.435,0.11,0.8916666666666667,-0.5611111111111111,0.06666666666666667,67.28971962616822,A
111,-0.185,0.065,0.85,-0.485,0.21,0.8805555555555555,-0.5861111111111111,0.07222222222222222,68.13880126182966,A
111,-0.14,-0.04,0.705,-0.58,0.165,0.8361111111111111,-0.5888888888888889,0.06944444444444445,71.76079734219269,A
111,-0.06,-0.1,0.615,-0.525,0.03,0.8555555555555555,-0.5277777777777778,0.06944444444444445,70.12987012987013,A
111,-0.12,-0.055,0.775,-0.535,0.14,0.8527777777777777,-0.5694444444444444,0.06388888888888888,70.35830618892508,A
111,-0.23,-0.135,0.695,-0.585,0.135,0.8333333333333334,-0.5694444444444444,0.06388888888888888,72.0,A
111,-0.115,-0.37,0.45,-0.695,0.1,0.8111111111111111,-0.5583333333333333,0.06666666666666667,73.97260273972603,A
111,-0.155,-0.075,0.68,-0.585,-0.045,0.875,-0.5416666666666666,0.06666666666666667,68.57142857142857,A
111,-0.285,-0.025,0.705,-0.54,0.07,0.8805555555555555,-0.5833333333333334,0.06388888888888888,68.13880126182966,A
111,-0.235,-0.09,0.66,-0.605,0.085,0.8527777777777777,-0.5888888888888889,0.06388888888888888,70.35830618892508,A
111,-0.19,-0.105,0.645,-0.6,0.095,0.8861111111111111,-0.5583333333333333,0.06666666666666667,67.7115987460815,A
111,-0.185,-0.15,0.605,-0.625,0.115,0.8277777777777777,-0.6,0.06111111111111111,72.48322147651007,A
111,-0.19,-0.13,0.655,-0.53,0.08,0.8194444444444444,-0.5527777777777778,0.06388888888888888,73.22033898305085,A
118,-0.67,-0.4,0.435,-2.12,-1.495,0.85,-1.4277777777777778,0.058333333333333334,70.58823529411765,A
118,-0.655,-0.215,0.295,-2.15,-1.375,0.8416666666666667,-1.4444444444444444,0.06944444444444445,71.2871287128713,A
118,-0.695,-0.205,0.28,-2.095,-1.36,0.8444444444444444,-1.4444444444444444,0.07222222222222222,71.05263157894737,A
118,-0.79,-0.26,0.345,-1.885,-1.39,0.8111111111111111,-1.4444444444444444,0.07222222222222222,73.97260273972603,A
118,-0.625,-0.16,0.405,-2.06,-1.32,0.8222222222222222,-1.4,0.06388888888888888,72.97297297297298,A
118,-0.62,-0.14,0.415,-1.945,-1.315,0.8333333333333334,-1.3916666666666666,0.06388888888888888,72.0,A
118,-0.605,-0.19,0.4,-2.02,-1.185,0.8083333333333333,-1.4083333333333334,0.05555555555555555,74.22680412371133,A
118,-0.72,-0.245,0.32,-1.895,-1.2,0.7972222222222223,-1.4,0.06666666666666667,75.26132404181185,A
118,-0.68,-1.12,0.23,-1.975,-1.23,0.8638888888888889,-1.3416666666666666,0.09444444444444444,69.45337620578778,A
118,-0.715,-0.585,0.05,-2.26,-1.16,0.8611111111111112,-1.4111111111111112,0.06944444444444445,69.6774193548387,A
118,-0.96,-0.515,0.115,-2.29,-1.26,0.8444444444444444,-1.4694444444444446,0.06944444444444445,71.05263157894737,A
118,-0.94,-0.385,0.185,-2.215,-1.55,0.8444444444444444,-1.4694444444444446,0.05555555555555555,71.05263157894737,A
118,-0.875,-0.42,0.22,-1.965,-1.46,0.8277777777777777,-1.4444444444444444,0.05555555555555555,72.48322147651007,A
118,-0.75,-0.78,0.565,-1.805,-1.405,0.8416666666666667,-1.3833333333333333,0.08888888888888889,71.2871287128713,A
106,0.035,-0.45,2.03,-0.74,0.625,1.0027777777777778,-0.7388888888888889,0.04722222222222222,59.83379501385041,N
106,0.06,-0.435,2.03,-0.75,0.635,1.0055555555555555,-0.7166666666666667,0.044444444444444446,59.668508287292816,N
106,0.035,-0.5,2.01,-0.755,0.595,1.0611111111111111,-0.7111111111111111,0.044444444444444446,56.544502617801044,N
106,0.07,-0.53,1.955,-0.83,0.545,1.0222222222222221,-0.7472222222222222,0.04722222222222222,58.69565217391305,N
106,-0.085,-0.51,1.965,-0.79,0.52,1.0361111111111112,-0.7083333333333334,0.04722222222222222,57.90884718498659,N
106,-0.05,-0.25,2.075,-0.51,0.595,0.9666666666666667,-0.7277777777777777,0.044444444444444446,62.06896551724138,N
106,0.2,-0.625,1.9,-1.035,0.71,0.875,-0.6583333333333333,0.04722222222222222,68.57142857142857,N
106,0.075,-0.595,1.915,-1.05,0.38,0.9361111111111111,-0.5833333333333334,0.044444444444444446,64.09495548961424,N
106,-0.085,-0.615,1.87,-0.855,0.48,1.0,-0.6388888888888888,0.04722222222222222,60.0,N
106,-0.095,-0.73,1.93,-1.025,0.49,0.975,-0.6888888888888889,0.05,61.53846153846154,N
106,-0.325,-0.53,2.095,-0.755,0.325,0.9194444444444444,-0.6583333333333333,0.04722222222222222,65.25679758308158,N
106,-0.045,-0.445,2.065,-0.775,0.55,0.9277777777777778,-0.6055555555555555,0.04722222222222222,64.67065868263472,N
106,0.105,-0.66,2.045,-0.855,0.485,0.8555555555555555,-0.6277777777777778,0.041666666666666664,70.12987012987013,N
214,-0.125,-0.145,2.065,-0.385,-0.71,0.875,-0.5722222222222222,0.17777777777777778,68.57142857142857,A
214,-0.11,-0.15,1.955,-0.36,-0.65,0.875,-0.5805555555555556,0.1638888888888889,68.57142857142857,A
214,-0.105,-0.13,2.03,-0.35,-0.595,0.8805555555555555,-0.5944444444444444,0.1638888888888889,68.13880126182966,A
214,-0.095,-0.11,2.045,-0.34,-0.66,0.8305555555555556,-0.5833333333333334,0.16666666666666666,72.24080267558529,A
214,-0.045,-0.1,2.075,-0.335,-0.6,0.6361111111111111,-0.5333333333333333,0.16666666666666666,94.3231441048035,A
214,-0.07,-0.155,2.085,-0.405,-0.645,0.775,0.2833333333333333,0.1527777777777778,77.41935483870968,A
124,-0.815,-0.925,1.185,-1.045,-1.21,1.2055555555555555,-2.102777777777778,0.07777777777777778,49.76958525345622,A
124,-0.77,-0.57,1.615,-0.815,-1.16,1.211111111111111,-2.091666666666667,0.08611111111111111,49.54128440366973,A
124,-0.48,-0.69,1.285,-0.84,-1.11,1.2638888888888888,-2.0972222222222223,0.07777777777777778,47.472527472527474,A
124,-0.49,-0.79,1.445,-1.055,-0.84,1.225,-2.158333333333333,0.07777777777777778,48.97959183673469,A
124,-0.625,-1.04,1.015,-1.105,-0.865,1.175,-2.138888888888889,0.08055555555555556,51.06382978723404,A
124,-0.79,-1.015,1.26,-1.255,-1.09,1.211111111111111,-2.0833333333333335,0.08333333333333333,49.54128440366973,A
124,-0.89,-1.07,0.985,-1.19,-1.225,1.1444444444444444,-2.061111111111111,0.07777777777777778,52.42718446601942,A
124,-0.835,-0.925,1.395,-1.165,-1.315,1.2166666666666666,-2.0388888888888888,0.07222222222222222,49.31506849315069,A
124,-0.805,-0.94,1.15,-1.035,-1.235,1.175,-2.05,0.07777777777777778,51.06382978723404,A
124,-0.715,-0.785,1.42,-1.095,-1.17,1.225,-2.063888888888889,0.08055555555555556,48.97959183673469,A
124,-0.675,-0.915,1.185,-1.04,-1.08,1.1694444444444445,-2.077777777777778,0.075,51.30641330166271,A
124,-0.695,-0.85,1.395,-1.115,-0.815,1.2444444444444445,-2.8805555555555555,0.08333333333333333,48.214285714285715,A
124,-0.75,-0.975,1.285,-1.105,-1.12,1.1944444444444444,-3.3305555555555557,0.08055555555555556,50.23255813953489,A
119,-0.305,-0.85,1.905,-1.63,-2.31,1.3111111111111111,0.3277777777777778,0.24722222222222223,45.76271186440678,A
119,-0.365,-0.95,1.915,-1.605,-2.365,1.2916666666666667,0.33055555555555555,0.2361111111111111,46.4516129032258,A
119,-0.295,-0.905,1.955,-1.465,-2.365,1.2722222222222221,0.3333333333333333,0.19722222222222222,47.16157205240175,A
119,-0.205,-0.77,2.13,-1.535,-2.255,1.2972222222222223,0.3277777777777778,0.24166666666666667,46.25267665952891,A
119,-0.36,-0.845,2.2,-1.705,-2.345,1.3388888888888888,0.4305555555555556,0.3416666666666667,44.81327800829876,A
119,-0.295,-0.735,2.235,-1.49,-2.315,1.3277777777777777,0.3277777777777778,0.2388888888888889,45.18828451882845,A
119,-0.22,-0.66,2.23,-1.325,-2.29,1.2666666666666666,0.33611111111111114,0.21944444444444444,47.36842105263158,A
208,-0.05,-0.27,1.66,-0.675,-1.035,0.7666666666666667,0.2861111111111111,0.18333333333333332,78.26086956521739,A
208,0.205,-0.07,1.61,-0.48,-0.885,0.37222222222222223,0.3333333333333333,0.20555555555555555,161.19402985074626,A
208,-0.215,-0.17,1.69,-0.545,-0.92,0.7805555555555556,0.30277777777777776,0.19444444444444445,76.86832740213524,A
208,0.255,0.035,1.52,-0.99,-0.3,0.4388888888888889,0.4361111111111111,0.275,136.70886075949366,A
cu01,-1.0,-0.8975,0.6475,-1.16,-1.0,0.22,-1.0,0.2,272.72727272727275,A
cu01,-1.0,-1.0275,0.6825,-1.115,-1.0,0.212,-1.0,0.196,283.0188679245283,A
cu01,-1.0,-0.96,0.645,-1.1225,-1.0,0.216,-1.0,0.196,277.77777777777777,A
cu01,-1.0,-0.985,0.7275,-1.5275,-1.0,0.212,-1.0,0.188,283.0188679245283,A
cu02,-1.0,0.175,1.165,-0.305,-1.0,0.336,-1.0,0.176,178.57142857142856,A
cu02,-1.0,-0.33,0.955,-0.72,-1.0,0.264,-1.0,0.252,227.27272727272725,A
cu02,-1.0,-0.69,1.02,-0.845,-1.0,0.26,-1.0,0.244,230.76923076923077,A
cu02,-1.0,-0.545,0.795,-1.14,-1.0,0.256,-1.0,0.236,234.375,A
cu02,-1.0,-0.21,1.04,-0.695,-1.0,0.264,-1.0,0.172,227.27272727272725,A
